Country,Party,PartyName,Dimension,Scale,Mean,SD,N,Vote_Share,Election_Date
68,D66,73,13,1,10.38095284,1.856776476,21,4.1,2003
68,D66,73,17,1,7.400000095,2.443650723,15,4.1,2003
68,D66,73,17,2,10.19999981,2.242447615,15,4.1,2003
68,D66,73,19,1,7.333333492,2.575525761,21,4.1,2003
68,D66,73,19,2,13.19047642,2.358369112,21,4.1,2003
68,D66,73,22,1,12.33333302,2.496664524,21,4.1,2003
68,D66,73,22,2,10.85714245,2.220038652,21,4.1,2003
68,D66,73,23,1,4.5625,2.920473814,16,4.1,2003
68,D66,73,23,2,13.9375,3.641771555,16,4.1,2003
68,D66,73,24,1,7.099999905,2.863564253,20,4.1,2003
68,D66,73,24,2,11.35000038,3.587625027,20,4.1,2003
68,D66,73,99,1,8.300000191,4.105195522,20,4.1,2003
12,PDAM,74,1,1,10.81818199,4.490393639,11,1.9,2001
12,PDAM,74,1,2,10.45454502,5.955898762,11,1.9,2001
12,PDAM,74,2,1,11.89999962,3.573047161,10,1.9,2001
12,PDAM,74,2,2,4.181818008,2.638870239,11,1.9,2001
12,PDAM,74,3,1,10.090909,5.575922489,11,1.9,2001
12,PDAM,74,3,2,8.545454979,2.97871232,11,1.9,2001
12,PDAM,74,4,1,9.090909004,5.521857262,11,1.9,2001
12,PDAM,74,4,2,9.25,4.712170124,12,1.9,2001
12,PDAM,74,5,1,11.11111069,3.443996429,9,1.9,2001
12,PDAM,74,5,2,8.899999619,3.9567101,10,1.9,2001
12,PDAM,74,6,1,7.5,3.979112148,10,1.9,2001
12,PDAM,74,6,2,11.63636398,4.129714966,11,1.9,2001
12,PDAM,74,7,1,14,3.041381359,9,1.9,2001
12,PDAM,74,7,2,12.60000038,4.971027374,10,1.9,2001
12,PDAM,74,8,1,10.45454502,3.012096882,11,1.9,2001
12,PDAM,74,8,2,9.300000191,5.417051315,10,1.9,2001
12,PDAM,74,9,1,13,4.944132328,10,1.9,2001
12,PDAM,74,9,2,12.80000019,4.848825932,10,1.9,2001
12,PDAM,74,10,1,12.11111069,2.571208,9,1.9,2001
12,PDAM,74,10,2,7.545454502,3.327570677,11,1.9,2001
12,PDAM,74,11,1,16.18181801,2.821991444,11,1.9,2001
12,PDAM,74,11,2,15.54545498,3.933538675,11,1.9,2001
12,PDAM,74,12,1,11.89999962,4.840798855,10,1.9,2001
12,PDAM,74,12,2,10.89999962,4.067486286,10,1.9,2001
12,PDAM,74,13,1,9.399999619,4.835057259,10,1.9,2001
12,PDAM,74,99,1,14.5,4.143267632,10,1.9,2001
11,DA,75,1,1,12.28571415,3.09377265,7,1.4,2002
11,DA,75,1,2,10,4.203173637,7,1.4,2002
11,DA,75,2,1,9.166666985,5.946988106,6,1.4,2002
11,DA,75,2,2,9.714285851,5.589105129,7,1.4,2002
11,DA,75,3,1,15.55555534,3.282952547,9,1.4,2002
11,DA,75,3,2,15.11111069,4.075673103,9,1.4,2002
11,DA,75,4,1,16.44444466,5.614960194,9,1.4,2002
11,DA,75,4,2,17.11111069,4.6755867,9,1.4,2002
11,DA,75,5,1,13.44444466,3.57460165,9,1.4,2002
11,DA,75,5,2,10.66666698,3.605551243,9,1.4,2002
11,DA,75,6,1,4.5,3.619392157,6,1.4,2002
11,DA,75,6,2,7.571428776,6.827814102,7,1.4,2002
11,DA,75,7,1,9.111110687,4.648775101,9,1.4,2002
11,DA,75,7,2,11.33333302,4.898979664,9,1.4,2002
11,DA,75,8,1,8.222222328,5.847601414,9,1.4,2002
11,DA,75,8,2,12.77777767,5.309844017,9,1.4,2002
11,DA,75,9,1,7.555555344,5.27046299,9,1.4,2002
11,DA,75,9,2,7.875,5.303300858,8,1.4,2002
11,DA,75,10,1,15.33333302,3.041381359,9,1.4,2002
11,DA,75,10,2,8.333333015,4.898979664,9,1.4,2002
11,DA,75,11,1,6,3.674234629,9,1.4,2002
11,DA,75,11,2,10.44444466,3.811532259,9,1.4,2002
11,DA,75,12,1,8.555555344,4.156654835,9,1.4,2002
11,DA,75,12,2,10.22222233,4.381146431,9,1.4,2002
11,DA,75,13,1,9.555555344,3.126943827,9,1.4,2002
11,DA,75,99,1,11.88888931,5.348935604,9,1.4,2002
67,AD,75,1,1,7.199999809,1.788854361,5,0.7,2003
67,AD,75,1,2,9,4.546060562,4,0.7,2003
67,AD,75,2,1,9.800000191,6.379655361,5,0.7,2003
67,AD,75,2,2,14.60000038,2.509979963,5,0.7,2003
67,AD,75,4,1,18.60000038,2.073644161,5,0.7,2003
67,AD,75,4,2,18.39999962,2.073644161,5,0.7,2003
67,AD,75,5,1,5.400000095,4.929502964,5,0.7,2003
67,AD,75,5,2,17.20000076,1.788854361,5,0.7,2003
67,AD,75,12,1,8.199999809,4.438467979,5,0.7,2003
67,AD,75,12,2,15,1.870828748,5,0.7,2003
67,AD,75,13,1,8.199999809,2.774887323,5,0.7,2003
67,AD,75,19,1,7.5,2.380476236,4,0.7,2003
67,AD,75,19,2,10.39999962,4.827007294,5,0.7,2003
67,AD,75,21,1,13,3,5,0.7,2003
67,AD,75,21,2,7.199999809,2.774887323,5,0.7,2003
67,AD,75,22,1,12,5.244044304,5,0.7,2003
67,AD,75,22,2,9.600000381,4.722287655,5,0.7,2003
67,AD,75,99,1,9.5,4.041451931,4,0.7,2003
5,DC,76,1,1,10.19999981,4.764451504,5,1.34,2003
5,DC,76,1,2,10.39999962,5.504543781,5,1.34,2003
5,DC,76,2,1,13.33333302,3.669695616,6,1.34,2003
5,DC,76,2,2,9.333333015,6.531972885,6,1.34,2003
5,DC,76,3,1,8.5,3.271085501,6,1.34,2003
5,DC,76,3,2,10,4.195235252,6,1.34,2003
5,DC,76,4,1,15,3.098386765,6,1.34,2003
5,DC,76,4,2,13.33333302,7.004760265,6,1.34,2003
5,DC,76,5,1,13,4.123105526,5,1.34,2003
5,DC,76,5,2,5.400000095,2.70185113,5,1.34,2003
5,DC,76,6,1,10,5.830951691,5,1.34,2003
5,DC,76,6,2,8,6.557438374,5,1.34,2003
5,DC,76,7,1,10.83333302,3.488075018,6,1.34,2003
5,DC,76,7,2,10.5,6.05805254,6,1.34,2003
5,DC,76,8,1,9.833333015,4.445971966,6,1.34,2003
5,DC,76,8,2,10.83333302,4.167333126,6,1.34,2003
5,DC,76,9,1,12.5,1.516575098,6,1.34,2003
5,DC,76,9,2,10.66666698,5.680375576,6,1.34,2003
5,DC,76,10,1,5.833333492,3.250640869,6,1.34,2003
5,DC,76,10,2,10.66666698,6.250333309,6,1.34,2003
5,DC,76,11,1,9.166666985,2.639444351,6,1.34,2003
5,DC,76,11,2,7,3.033150196,6,1.34,2003
5,DC,76,12,1,12,2.529822111,6,1.34,2003
5,DC,76,12,2,7,3.847076893,6,1.34,2003
5,DC,76,13,1,12.33333302,0.816496611,6,1.34,2003
5,DC,76,99,1,12.16666698,4.167333126,6,1.34,2003
16,DS,77,1,1,12,5.354125977,4,10.72,2003
16,DS,77,1,2,15,6.218252659,4,10.72,2003
16,DS,77,2,1,5,1.825741887,4,10.72,2003
16,DS,77,2,2,10.25,6.946221828,4,10.72,2003
16,DS,77,3,1,18.75,1.5,4,10.72,2003
16,DS,77,3,2,16.5,4.509249687,4,10.72,2003
16,DS,77,4,1,18.5,1.732050776,4,10.72,2003
16,DS,77,4,2,19.5,0.577350259,4,10.72,2003
16,DS,77,5,1,14.75,4.272001743,4,10.72,2003
16,DS,77,5,2,10.5,5.686240673,4,10.72,2003
16,DS,77,6,1,14.25,2.986078739,4,10.72,2003
16,DS,77,6,2,11.5,6.350852966,4,10.72,2003
16,DS,77,7,1,8.333333015,8.082903862,3,10.72,2003
16,DS,77,7,2,11,6.976150036,4,10.72,2003
16,DS,77,8,1,8.5,5.25991106,4,10.72,2003
16,DS,77,8,2,13,2.309401035,4,10.72,2003
16,DS,77,9,1,13.5,2.645751238,4,10.72,2003
16,DS,77,9,2,11.5,3.415650368,4,10.72,2003
16,DS,77,10,1,15,3.464101553,4,10.72,2003
16,DS,77,10,2,10,5,3,10.72,2003
16,DS,77,11,1,5.5,3.109126329,4,10.72,2003
16,DS,77,11,2,5.25,4.193248749,4,10.72,2003
16,DS,77,12,1,13,4.582575798,3,10.72,2003
16,DS,77,12,2,15.33333302,1.154700518,3,10.72,2003
16,DS,77,13,1,11.5,2.886751413,4,10.72,2003
16,DS,77,99,1,9.75,3.947573185,4,10.72,2003
1,PD,78,1,1,12,4.305035591,16,19.36,2001
1,PD,78,1,2,14.63636398,3.8019135,11,19.36,2001
1,PD,78,2,1,11.53846169,4.647855759,13,19.36,2001
1,PD,78,2,2,6.571428776,4.535573483,14,19.36,2001
1,PD,78,3,1,15.0666666,3.731462002,15,19.36,2001
1,PD,78,3,2,14.66666698,4.151878357,15,19.36,2001
1,PD,78,4,1,18.25,2.463060379,16,19.36,2001
1,PD,78,4,2,16.60000038,4.56383276,15,19.36,2001
1,PD,78,5,1,13.60000038,2.873524427,15,19.36,2001
1,PD,78,5,2,6.333333492,3.940026522,15,19.36,2001
1,PD,78,6,1,15,3.63318038,16,19.36,2001
1,PD,78,6,2,13.46153831,5.026851177,13,19.36,2001
1,PD,78,7,1,9.142857552,4.912419796,14,19.36,2001
1,PD,78,7,2,10.28571415,3.68841362,14,19.36,2001
1,PD,78,8,1,8.285714149,5.060078621,14,19.36,2001
1,PD,78,8,2,13.84615421,4.219916344,13,19.36,2001
1,PD,78,9,1,11.60000038,3.924283266,15,19.36,2001
1,PD,78,9,2,13,2.882306814,14,19.36,2001
1,PD,78,10,1,16.7857151,3.806443453,14,19.36,2001
1,PD,78,10,2,8.642857552,6.109351635,14,19.36,2001
1,PD,78,11,1,8,3.341656208,13,19.36,2001
1,PD,78,11,2,12,4,12,19.36,2001
1,PD,78,12,1,7.875,3.896579742,16,19.36,2001
1,PD,78,12,2,13.46666622,3.583028793,15,19.36,2001
1,PD,78,13,1,13.26666641,3.081434488,15,19.36,2001
1,PD,78,99,1,8.899999619,4.581363201,10,19.36,2001
66,DP,78,1,1,15,4.760952473,4,16.1,2004
66,DP,78,1,2,13.25,4.272001743,4,16.1,2004
66,DP,78,2,1,6.25,1.892969489,4,16.1,2004
66,DP,78,2,2,13.25,2.217355728,4,16.1,2004
66,DP,78,5,1,15.75,3.862210035,4,16.1,2004
66,DP,78,5,2,11.25,2.5,4,16.1,2004
66,DP,78,12,1,9.25,4.349329472,4,16.1,2004
66,DP,78,12,2,10.5,0.577350259,4,16.1,2004
66,DP,78,13,1,13.5,2.516611576,4,16.1,2004
66,DP,78,17,1,4,2,4,16.1,2004
66,DP,78,17,2,14.25,3.593976498,4,16.1,2004
66,DP,78,19,1,13,4.163331985,4,16.1,2004
66,DP,78,19,2,13.5,2.380476236,4,16.1,2004
66,DP,78,22,1,16,2.943920374,4,16.1,2004
66,DP,78,22,2,15.75,3.201562166,4,16.1,2004
66,DP,78,23,1,11.5,2.081665993,4,16.1,2004
66,DP,78,23,2,13.5,2.081665993,4,16.1,2004
66,DP,78,24,1,9.25,4.272001743,4,16.1,2004
66,DP,78,24,2,14,2.708012819,4,16.1,2004
66,DP,78,99,1,13.33333302,5.033223152,3,16.1,2004
77,Dem,78,1,1,6.295180798,2.537639141,166,46.2,2002
77,Dem,78,1,2,13.70303059,3.997292042,165,46.2,2002
77,Dem,78,2,1,4.975903511,2.776419878,166,46.2,2002
77,Dem,78,2,2,13.76969719,4.464800358,165,46.2,2002
77,Dem,78,5,1,6.012048244,2.556010008,166,46.2,2002
77,Dem,78,5,2,13.57575798,3.949608564,165,46.2,2002
77,Dem,78,12,1,12.22360229,2.648053885,161,46.2,2002
77,Dem,78,12,2,8.693750381,3.966838837,160,46.2,2002
77,Dem,78,13,1,7.083832264,2.300898552,167,46.2,2002
77,Dem,78,19,1,6.765431881,2.851485968,162,46.2,2002
77,Dem,78,19,2,10.33749962,4.308668137,160,46.2,2002
77,Dem,78,22,1,7.836363792,2.685305357,165,46.2,2002
77,Dem,78,22,2,11.60122681,3.994656801,163,46.2,2002
77,Dem,78,27,1,6.563636303,2.839810371,165,46.2,2002
77,Dem,78,27,2,14.72560978,3.957327843,164,46.2,2002
77,Dem,78,28,1,10.53374195,3.662088394,163,46.2,2002
77,Dem,78,28,2,12.81987572,3.920918465,161,46.2,2002
77,Dem,78,99,1,7.518292904,4.296485424,164,46.2,2002
79,DP,78,1,1,10.61403465,4.522777081,57,37.40000153,2003
79,DP,78,1,2,6.052631378,3.286449671,57,37.40000153,2003
79,DP,78,2,1,8.892857552,3.855001926,56,37.40000153,2003
79,DP,78,2,2,9.981818199,4.196519375,55,37.40000153,2003
79,DP,78,5,1,10.25862026,3.426216602,58,37.40000153,2003
79,DP,78,5,2,7.36206913,4.183083057,58,37.40000153,2003
79,DP,78,12,1,5.034482956,2.840592384,58,37.40000153,2003
79,DP,78,12,2,5,3.727564573,58,37.40000153,2003
79,DP,78,13,1,11.58620644,2.778580189,58,37.40000153,2003
79,DP,78,19,1,8.5,3.38982439,56,37.40000153,2003
79,DP,78,19,2,9.410714149,3.606946707,56,37.40000153,2003
79,DP,78,22,1,12.71428585,2.927700281,56,37.40000153,2003
79,DP,78,22,2,6.3157897,3.180060148,57,37.40000153,2003
79,DP,78,28,1,10.67241383,3.81312561,58,37.40000153,2003
79,DP,78,28,2,6.706896782,3.680239439,58,37.40000153,2003
79,DP,78,36,1,NA,NA,0,37.40000153,2003
79,DP,78,36,2,NA,NA,0,37.40000153,2003
79,DP,78,37,1,11.85714245,3.709587336,56,37.40000153,2003
79,DP,78,37,2,6.563636303,3.886175156,55,37.40000153,2003
79,DP,78,38,1,11.56896591,3.544761658,58,37.40000153,2003
79,DP,78,38,2,6.068965435,3.407227039,58,37.40000153,2003
79,DP,78,39,1,14.43103409,3.524909258,58,37.40000153,2003
79,DP,78,39,2,9.36206913,4.224814892,58,37.40000153,2003
79,DP,78,99,1,8.909090996,3.832651615,44,37.40000153,2003
11,VMRO-DPMNE,79,1,1,11.81818199,4.792038918,11,20.81,2002
11,VMRO-DPMNE,79,1,2,12.10000038,5.152130127,10,20.81,2002
11,VMRO-DPMNE,79,2,1,17.33333397,1.505545259,6,20.81,2002
11,VMRO-DPMNE,79,2,2,7.777777672,5.403188229,9,20.81,2002
11,VMRO-DPMNE,79,3,1,16.09090996,4.721324921,11,20.81,2002
11,VMRO-DPMNE,79,3,2,17,3.63318038,11,20.81,2002
11,VMRO-DPMNE,79,4,1,17.36363602,3.668043852,11,20.81,2002
11,VMRO-DPMNE,79,4,2,16.90909004,3.618136168,11,20.81,2002
11,VMRO-DPMNE,79,5,1,13.45454502,4.86546278,11,20.81,2002
11,VMRO-DPMNE,79,5,2,8.818181992,4.874795914,11,20.81,2002
11,VMRO-DPMNE,79,6,1,14.75,6.273527145,8,20.81,2002
11,VMRO-DPMNE,79,6,2,10.11111069,8.053639412,9,20.81,2002
11,VMRO-DPMNE,79,7,1,9.363636017,5.025390148,11,20.81,2002
11,VMRO-DPMNE,79,7,2,12.45454502,4.367233276,11,20.81,2002
11,VMRO-DPMNE,79,8,1,13.81818199,3.816233158,11,20.81,2002
11,VMRO-DPMNE,79,8,2,11.18181801,4.62208128,11,20.81,2002
11,VMRO-DPMNE,79,9,1,17.54545403,2.207425594,11,20.81,2002
11,VMRO-DPMNE,79,9,2,18.54545403,1.916436076,11,20.81,2002
11,VMRO-DPMNE,79,10,1,4.181818008,3.487640619,11,20.81,2002
11,VMRO-DPMNE,79,10,2,17,4.312771797,11,20.81,2002
11,VMRO-DPMNE,79,11,1,14.090909,2.662876129,11,20.81,2002
11,VMRO-DPMNE,79,11,2,9.777777672,4.116363049,9,20.81,2002
11,VMRO-DPMNE,79,12,1,12.10000038,5.321862698,10,20.81,2002
11,VMRO-DPMNE,79,12,2,10.10000038,5.606544018,10,20.81,2002
11,VMRO-DPMNE,79,13,1,15.18181801,2.821991444,11,20.81,2002
11,VMRO-DPMNE,79,99,1,12.54545498,5.645593643,11,20.81,2002
12,PDM,80,1,1,11.27272701,4.713616848,11,5.9,2001
12,PDM,80,1,2,10.66666698,4.8679533,12,5.9,2001
12,PDM,80,2,1,10,4.807401657,10,5.9,2001
12,PDM,80,2,2,6.090909004,4.206056118,11,5.9,2001
12,PDM,80,3,1,11.5,4.078769684,12,5.9,2001
12,PDM,80,3,2,12.72727299,3.068905592,11,5.9,2001
12,PDM,80,4,1,14,5.291502476,11,5.9,2001
12,PDM,80,4,2,13.83333302,4.386618614,12,5.9,2001
12,PDM,80,5,1,11.22222233,3.833333254,9,5.9,2001
12,PDM,80,5,2,8.399999619,4.195235252,10,5.9,2001
12,PDM,80,6,1,7.400000095,3.025814772,10,5.9,2001
12,PDM,80,6,2,11,4.266145706,11,5.9,2001
12,PDM,80,7,1,8.888889313,5.925462723,9,5.9,2001
12,PDM,80,7,2,11.33333302,4.472136021,9,5.9,2001
12,PDM,80,8,1,7.090909004,6.073788643,11,5.9,2001
12,PDM,80,8,2,12.81818199,4.261881828,11,5.9,2001
12,PDM,80,9,1,12.10000038,3.348299742,10,5.9,2001
12,PDM,80,9,2,11.39999962,4.452215195,10,5.9,2001
12,PDM,80,10,1,11.090909,2.736952543,11,5.9,2001
12,PDM,80,10,2,8.727272987,2.686667442,11,5.9,2001
12,PDM,80,11,1,11.33333302,4.097301483,12,5.9,2001
12,PDM,80,11,2,13,3.521363258,11,5.9,2001
12,PDM,80,12,1,7.272727489,4.337992668,11,5.9,2001
12,PDM,80,12,2,12,4.242640495,10,5.9,2001
12,PDM,80,13,1,11.27272701,4.670993805,11,5.9,2001
12,PDM,80,99,1,11.60000038,3.502380133,10,5.9,2001
16,DSS,81,1,1,12.75,5.05799675,4,18,2003
16,DSS,81,1,2,9.25,4.349329472,4,18,2003
16,DSS,81,2,1,12.25,5.5,4,18,2003
16,DSS,81,2,2,13.75,3.304038048,4,18,2003
16,DSS,81,3,1,17,2.449489832,4,18,2003
16,DSS,81,3,2,17,3.559026003,4,18,2003
16,DSS,81,4,1,12.75,3.947573185,4,18,2003
16,DSS,81,4,2,16,4.582575798,3,18,2003
16,DSS,81,5,1,14.25,4.349329472,4,18,2003
16,DSS,81,5,2,6.75,5.5,4,18,2003
16,DSS,81,6,1,15.5,3.31662488,4,18,2003
16,DSS,81,6,2,12,6.683312416,4,18,2003
16,DSS,81,7,1,11,8,3,18,2003
16,DSS,81,7,2,8.25,3.593976498,4,18,2003
16,DSS,81,8,1,9.25,4.349329472,4,18,2003
16,DSS,81,8,2,13.5,1.914854169,4,18,2003
16,DSS,81,9,1,7,3.464101553,4,18,2003
16,DSS,81,9,2,14.75,3.304038048,4,18,2003
16,DSS,81,10,1,4.75,2.986078739,4,18,2003
16,DSS,81,10,2,17,1.825741887,4,18,2003
16,DSS,81,11,1,11,1.414213538,4,18,2003
16,DSS,81,11,2,5.75,5.123475552,4,18,2003
16,DSS,81,12,1,7.666666508,6.658328056,3,18,2003
16,DSS,81,12,2,17,1.414213538,2,18,2003
16,DSS,81,13,1,14.25,2.5,4,18,2003
16,DSS,81,99,1,15,3.559026003,4,18,2003
11,DPA,83,1,1,14.18181801,3.600505114,11,5.2,2002
11,DPA,83,1,2,6.636363506,5.045249939,11,5.2,2002
11,DPA,83,2,1,18.66666603,1.032795548,6,5.2,2002
11,DPA,83,2,2,7.666666508,7,9,5.2,2002
11,DPA,83,3,1,14.909091,5.539937496,11,5.2,2002
11,DPA,83,3,2,13.45454502,5.716006279,11,5.2,2002
11,DPA,83,4,1,17.09090996,3.986340284,11,5.2,2002
11,DPA,83,4,2,14.909091,6.300072193,11,5.2,2002
11,DPA,83,5,1,15.27272701,5.442258835,11,5.2,2002
11,DPA,83,5,2,5.5,5.46198988,10,5.2,2002
11,DPA,83,6,1,11.625,7.520210743,8,5.2,2002
11,DPA,83,6,2,7.333333492,6.726811886,9,5.2,2002
11,DPA,83,7,1,6.181818008,4.895266533,11,5.2,2002
11,DPA,83,7,2,11.39999962,6.113736629,10,5.2,2002
11,DPA,83,8,1,13.45454502,4.655397415,11,5.2,2002
11,DPA,83,8,2,8.909090996,5.243177414,11,5.2,2002
11,DPA,83,9,1,15.909091,4.346367359,11,5.2,2002
11,DPA,83,9,2,16.45454597,5.820028305,11,5.2,2002
11,DPA,83,10,1,4.818181992,2.821991444,11,5.2,2002
11,DPA,83,10,2,14.090909,4.763497353,11,5.2,2002
11,DPA,83,11,1,14.81818199,4.354725838,11,5.2,2002
11,DPA,83,11,2,10.18181801,5.810648441,11,5.2,2002
11,DPA,83,12,1,2.909090996,2.211539984,11,5.2,2002
11,DPA,83,12,2,17.27272797,2.796101093,11,5.2,2002
11,DPA,83,13,1,14.63636398,4.924890518,11,5.2,2002
11,DPA,83,99,1,18.89999962,1.911950707,10,5.2,2002
11,DS,84,1,1,12.16666698,4.535048485,6,1.2,2002
11,DS,84,1,2,9.666666985,4.273952007,6,1.2,2002
11,DS,84,2,1,12.19999981,3.563705921,5,1.2,2002
11,DS,84,2,2,9.5,5.540758133,6,1.2,2002
11,DS,84,3,1,12.4285717,3.309438229,7,1.2,2002
11,DS,84,3,2,12.28571415,3.039423466,7,1.2,2002
11,DS,84,4,1,14.625,6.674846172,8,1.2,2002
11,DS,84,4,2,14.75,6.227818012,8,1.2,2002
11,DS,84,5,1,14.14285755,5.639993191,7,1.2,2002
11,DS,84,5,2,9.428571701,2.63673687,7,1.2,2002
11,DS,84,6,1,6.5,4.764451504,6,1.2,2002
11,DS,84,6,2,8.166666985,6.49358654,6,1.2,2002
11,DS,84,7,1,12.875,3.979860067,8,1.2,2002
11,DS,84,7,2,11.375,5.604526043,8,1.2,2002
11,DS,84,8,1,9.125,3.907410622,8,1.2,2002
11,DS,84,8,2,12.125,4.882549286,8,1.2,2002
11,DS,84,9,1,12,4.65985918,8,1.2,2002
11,DS,84,9,2,12.25,5.007137775,8,1.2,2002
11,DS,84,10,1,14,4.598136425,8,1.2,2002
11,DS,84,10,2,5.625,2.825268745,8,1.2,2002
11,DS,84,11,1,7.625,4.405759335,8,1.2,2002
11,DS,84,11,2,10.375,4.533604622,8,1.2,2002
11,DS,84,12,1,10.75,4.978525162,8,1.2,2002
11,DS,84,12,2,9.375,4.926241875,8,1.2,2002
11,DS,84,13,1,7.125,3.563204765,8,1.2,2002
11,DS,84,99,1,13,5.126959324,8,1.2,2002
11,DUI,85,1,1,8.818181992,5.418822289,11,11.9,2002
11,DUI,85,1,2,6.909090996,4.968994617,11,11.9,2002
11,DUI,85,2,1,15.66666698,2.422120333,6,11.9,2002
11,DUI,85,2,2,6.222222328,5.262551308,9,11.9,2002
11,DUI,85,3,1,14.81818199,5.344495773,11,11.9,2002
11,DUI,85,3,2,13.18181801,6.063302517,11,11.9,2002
11,DUI,85,4,1,18.27272797,2.649185181,11,11.9,2002
11,DUI,85,4,2,17.09090996,5.088311195,11,11.9,2002
11,DUI,85,5,1,14.54545498,5.241443157,11,11.9,2002
11,DUI,85,5,2,5.545454502,3.5878582,11,11.9,2002
11,DUI,85,6,1,9.142857552,6.121779919,7,11.9,2002
11,DUI,85,6,2,4.888888836,4.136558056,9,11.9,2002
11,DUI,85,7,1,5.909090996,3.590391159,11,11.9,2002
11,DUI,85,7,2,11.5,5.380003929,10,11.9,2002
11,DUI,85,8,1,10.72727299,4.268276215,11,11.9,2002
11,DUI,85,8,2,9,4.494441032,11,11.9,2002
11,DUI,85,9,1,11.090909,5.593827724,11,11.9,2002
11,DUI,85,9,2,14.81818199,3.970344543,11,11.9,2002
11,DUI,85,10,1,9.727272987,4.100997448,11,11.9,2002
11,DUI,85,10,2,9.545454979,5.16456461,11,11.9,2002
11,DUI,85,11,1,13.45454502,4.698162079,11,11.9,2002
11,DUI,85,11,2,11.54545498,5.483860493,11,11.9,2002
11,DUI,85,12,1,2.636363745,2.292279482,11,11.9,2002
11,DUI,85,12,2,17.90909004,2.343268871,11,11.9,2002
11,DUI,85,13,1,9.454545021,4.54672718,11,11.9,2002
11,DUI,85,99,1,15.81818199,4.874795914,11,11.9,2002
70,DUP,86,1,1,7.454545498,2.544155598,11,25.7,2003
70,DUP,86,1,2,9.090909004,4.928580761,11,25.7,2003
70,DUP,86,2,1,18.81818199,1.167748451,11,25.7,2003
70,DUP,86,2,2,16.63636398,2.110579491,11,25.7,2003
70,DUP,86,5,1,13.80000019,1.135292411,10,25.7,2003
70,DUP,86,5,2,5.599999905,2.716206551,10,25.7,2003
70,DUP,86,12,1,10.75,3.732100248,8,25.7,2003
70,DUP,86,12,2,9.222222328,3.597838879,9,25.7,2003
70,DUP,86,13,1,12.72727299,4.125309944,11,25.7,2003
70,DUP,86,19,1,15.375,2.263846397,8,25.7,2003
70,DUP,86,19,2,9.25,4.33424902,8,25.7,2003
70,DUP,86,20,1,1,0,11,25.7,2003
70,DUP,86,20,2,19.36363602,1.804035902,11,25.7,2003
70,DUP,86,22,1,8.454545021,2.296241999,11,25.7,2003
70,DUP,86,22,2,8.699999809,3.917198658,10,25.7,2003
70,DUP,86,23,1,16.10000038,3.107338905,10,25.7,2003
70,DUP,86,23,2,12.5,4.503085136,10,25.7,2003
70,DUP,86,24,1,17.36363602,1.804035902,11,25.7,2003
70,DUP,86,24,2,14.36363602,4.153859138,11,25.7,2003
70,DUP,86,99,1,16.54545403,3.882360935,11,25.7,2003
65,DS,87,1,1,6.666666508,2.345963717,48,16.6,2001
65,DS,87,1,2,15.02173901,3.454395771,46,16.6,2001
65,DS,87,2,1,4.979166508,2.015784264,48,16.6,2001
65,DS,87,2,2,13.13043499,4.080352306,46,16.6,2001
65,DS,87,5,1,7.340000153,2.536348104,50,16.6,2001
65,DS,87,5,2,12.97959137,3.044734478,49,16.6,2001
65,DS,87,12,1,7.365384579,3.503661156,52,16.6,2001
65,DS,87,12,2,14.11999989,2.42133379,50,16.6,2001
65,DS,87,13,1,5.98113203,1.537862778,53,16.6,2001
65,DS,87,17,1,7.269230843,3.492936134,52,16.6,2001
65,DS,87,17,2,13.96000004,3.263652563,50,16.6,2001
65,DS,87,19,1,4.358490467,2.085613251,53,16.6,2001
65,DS,87,19,2,14.96078396,3.504059315,51,16.6,2001
65,DS,87,22,1,7.529411793,2.587299347,51,16.6,2001
65,DS,87,22,2,13.48979568,3.600477219,49,16.6,2001
65,DS,87,23,1,5.723404408,1.941560626,47,16.6,2001
65,DS,87,23,2,13.46666622,3.957731247,45,16.6,2001
65,DS,87,24,1,5.115384579,2.228635788,52,16.6,2001
65,DS,87,24,2,14.64000034,3.397237778,50,16.6,2001
65,DS,87,99,1,5.490196228,3.657171249,51,16.6,2001
76,DEHAP,88,1,1,5.8125,3.727711439,16,6.2,2002
76,DEHAP,88,1,2,9.875,6.800735474,16,6.2,2002
76,DEHAP,88,2,1,10.53333378,3.777124166,15,6.2,2002
76,DEHAP,88,2,2,7.875,5.377421856,16,6.2,2002
76,DEHAP,88,4,1,17.16666603,4.280051231,24,6.2,2002
76,DEHAP,88,4,2,16.58333397,4.363052845,24,6.2,2002
76,DEHAP,88,5,1,9.0625,4.654299259,16,6.2,2002
76,DEHAP,88,5,2,8.875,6.031859875,16,6.2,2002
76,DEHAP,88,9,1,2.319999933,1.973153114,25,6.2,2002
76,DEHAP,88,9,2,17.25,5.666453362,24,6.2,2002
76,DEHAP,88,10,1,14.04545498,4.654514313,22,6.2,2002
76,DEHAP,88,10,2,10.05000019,4.582288742,20,6.2,2002
76,DEHAP,88,12,1,5.458333492,5.95621109,24,6.2,2002
76,DEHAP,88,12,2,16.16666603,4.668736458,24,6.2,2002
76,DEHAP,88,13,1,5.230769157,2.874824524,26,6.2,2002
76,DEHAP,88,19,1,7,5.359782696,12,6.2,2002
76,DEHAP,88,19,2,11.38461494,6.090135098,13,6.2,2002
76,DEHAP,88,21,1,12.13333321,5.180549622,15,6.2,2002
